"CO_ISIC_CLASSE";"NO_ISIC_CLASSE";"NO_ISIC_CLASSE_ING";"NO_ISIC_CLASSE_ESP";"CO_ISIC_GRUPO";"NO_ISIC_GRUPO";"NO_ISIC_GRUPO_ING";"NO_ISIC_GRUPO_ESP";"CO_ISIC_DIVISAO";"NO_ISIC_DIVISAO";"NO_ISIC_DIVISAO_ING";"NO_ISIC_DIVISAO_ESP";"CO_ISIC_SECAO";"NO_ISIC_SECAO";"NO_ISIC_SECAO_ING";"NO_ISIC_SECAO_ESP" 
"8541";"Educação Esportiva e Recreativa";"Sports and recreation education";"Educação Esportiva e Recreativa";"854";"Outras atividades educacionais";"Other education";"Outras atividades educacionais";"85";"Educação";"Education";"Educação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9820";"Atividades indiferenciadas de serviços domésticos para uso próprio";"Undifferentiated service-producing activities of private households for own use";"Atividades indiferenciadas de serviços domésticos para uso próprio";"982";"Atividades indiferenciadas de prestação de serviços domiciliares";"Undifferentiated service-producing activities of private households for own use";"Atividades indiferenciadas de prestação de serviços domiciliares";"98";"Atividades domiciliares indiferenciadas de produção de bens e serviços domésticos para uso próprio";"Undifferentiated goods- and services-producing activities of private households for own use";"Atividades domiciliares indiferenciadas de produção de bens e serviços domésticos para uso próprio";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4719";"Outro comércio varejista em lojas não especializadas";"Other retail sale in non-specialized stores";"Outro comércio varejista em lojas não especializadas";"471";"Comércio varejista em lojas não especializadas";"Retail sale in non-specialized stores";"Comércio varejista em lojas não especializadas";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4711";"Comércio varejista em estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco";"Retail sale in non-specialized stores with food, beverages or tobacco predominating";"Comércio varejista em estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco";"471";"Comércio varejista em lojas não especializadas";"Retail sale in non-specialized stores";"Comércio varejista em lojas não especializadas";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4764";"Comércio varejista de jogos e brinquedos em estabelecimentos especializados";"Retail sale of games and toys in specialized stores";"Comércio varejista de jogos e brinquedos em estabelecimentos especializados";"476";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"Retail sale of cultural and recreation goods in specialized stores";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4763";"Comércio varejista de equipamento desportivo em estabelecimentos especializados";"Retail sale of sporting equipment in specialized stores";"Comércio varejista de equipamento desportivo em estabelecimentos especializados";"476";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"Retail sale of cultural and recreation goods in specialized stores";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4762";"Comércio varejista de gravações de música e vídeo em estabelecimentos especializados";"Retail sale of music and video recordings in specialized stores";"Comércio varejista de gravações de música e vídeo em estabelecimentos especializados";"476";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"Retail sale of cultural and recreation goods in specialized stores";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4761";"Comércio varejista de livros, jornais e artigos de papelaria em estabelecimentos especializados";"Retail sale of books, newspapers and stationary in specialized stores";"Comércio varejista de livros, jornais e artigos de papelaria em estabelecimentos especializados";"476";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"Retail sale of cultural and recreation goods in specialized stores";"Comércio varejista de bens culturais e recreativos em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4774";"Comércio varejista de bens em segunda mão";"Retail sale of second-hand goods";"Comércio varejista de bens em segunda mão";"477";"Comércio varejista de outros produtos, em estabelecimentos especializados";"Retail sale of other goods in specialized stores";"Comércio varejista de outros produtos, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4773";"Outro comércio varejista de novos produtos em estabelecimentos especializados";"Other retail sale of new goods in specialized stores";"Outro comércio varejista de novos produtos em estabelecimentos especializados";"477";"Comércio varejista de outros produtos, em estabelecimentos especializados";"Retail sale of other goods in specialized stores";"Comércio varejista de outros produtos, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4772";"Comércio varejista de produtos farmacêuticos e médicos, cosméticos e artigos de toilette, em estabelecimentos especializados";"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores";"Comércio varejista de produtos farmacêuticos e médicos, cosméticos e artigos de toilette, em estabelecimentos especializados";"477";"Comércio varejista de outros produtos, em estabelecimentos especializados";"Retail sale of other goods in specialized stores";"Comércio varejista de outros produtos, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4771";"Comércio varejista de vestuário, calçado e artigos de couro em estabelecimentos especializados";"Retail sale of clothing, footwear and leather articles in specialized stores";"Comércio varejista de vestuário, calçado e artigos de couro em estabelecimentos especializados";"477";"Comércio varejista de outros produtos, em estabelecimentos especializados";"Retail sale of other goods in specialized stores";"Comércio varejista de outros produtos, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5223";"Atividades de serviços para transporte aéreo";"Service activities incidental to air transportation";"Atividades de serviços para transporte aéreo";"522";"Atividades de apoio para transporte";"Support activities for transportation";"Atividades de apoio para transporte";"52";"Armazenagem e atividades de apoio para transporte";"Warehousing and support activities for transportation";"Armazenagem e atividades de apoio para transporte";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5222";"Atividades de serviços para transporte aquaviário";"Service activities incidental to water transportation";"Atividades de serviços para transporte aquaviário";"522";"Atividades de apoio para transporte";"Support activities for transportation";"Atividades de apoio para transporte";"52";"Armazenagem e atividades de apoio para transporte";"Warehousing and support activities for transportation";"Armazenagem e atividades de apoio para transporte";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5221";"Atividades de serviços relacionados ao transporte terrestre";"Service activities incidental to land transportation";"Atividades de serviços relacionados ao transporte terrestre";"522";"Atividades de apoio para transporte";"Support activities for transportation";"Atividades de apoio para transporte";"52";"Armazenagem e atividades de apoio para transporte";"Warehousing and support activities for transportation";"Armazenagem e atividades de apoio para transporte";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5229";"Outras atividades de apoio ao transporte";"Other transportation support activities";"Outras atividades de apoio ao transporte";"522";"Atividades de apoio para transporte";"Support activities for transportation";"Atividades de apoio para transporte";"52";"Armazenagem e atividades de apoio para transporte";"Warehousing and support activities for transportation";"Armazenagem e atividades de apoio para transporte";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5224";"Movimentação de carga";"Cargo handling";"Movimentação de carga";"522";"Atividades de apoio para transporte";"Support activities for transportation";"Atividades de apoio para transporte";"52";"Armazenagem e atividades de apoio para transporte";"Warehousing and support activities for transportation";"Armazenagem e atividades de apoio para transporte";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6110";"Atividades de telecomunicações com fio";"Wired telecommunications activities";"Atividades de telecomunicações com fio";"611";"Atividades de telecomunicações com fio";"Wired telecommunications activities";"Atividades de telecomunicações com fio";"61";"Telecomunicações";"Telecommunications";"Telecomunicações";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6190";"Outras atividades de telecomunicações";"Other telecommunications activities";"Outras atividades de telecomunicações";"619";"Outras atividades de telecomunicações";"Other telecommunications activities";"Outras atividades de telecomunicações";"61";"Telecomunicações";"Telecommunications";"Telecomunicações";"D";"Outros Produtos";"Other products";"Outros Produtos"
"0129";"Cultivo de outras culturas perenes";"Growing of other perennial crops";"Cultivo de outras culturas perenes";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0128";"Cultivo de especiarias, culturas aromáticas, medicamentosas e farmacêuticas";"Growing of spices, aromatic, drug and pharmaceutical crops";"Cultivo de especiarias, culturas aromáticas, medicamentosas e farmacêuticas";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0127";"Cultivo de bebidas da safra";"Growing of beverage crops";"Cultivo de bebidas da safra";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0126";"Cultivo de frutas oleaginosas";"Growing of oleaginous fruits";"Cultivo de frutas oleaginosas";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0125";"Cultivo de outras frutas e nozes";"Growing of other tree and bush fruits and nuts";"Cultivo de outras frutas e nozes";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0124";"Cultivo de frutas pome e frutas de caroço";"Growing of pome fruits and stone fruits";"Cultivo de frutas pome e frutas de caroço";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0123";"Cultivo de frutas cítricas";"Growing of citrus fruits";"Cultivo de frutas cítricas";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0122";"Cultivo de frutas tropicais e subtropicais";"Growing of tropical and subtropical fruits";"Cultivo de frutas tropicais e subtropicais";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0121";"Cultivo de uvas";"Growing of grapes";"Cultivo de uvas";"012";"Cultivo de culturas perenes";"Growing of perennial crops";"Cultivo de culturas perenes";"01";"Produção vegetal, animal e caça";"Crop and animal production, hunting and related service activities";"Produção vegetal, animal e caça";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"6629";"Outras atividades auxiliares de seguro e previdência";"Other activities auxiliary to insurance and pension funding";"Outras atividades auxiliares de seguro e previdência";"662";"Atividades auxiliares de seguro e previdência";"Activities auxiliary to insurance and pension funding";"Atividades auxiliares de seguro e previdência";"66";"Atividades auxiliares de serviços financeiros e atividades de seguro";"Activities auxiliary to financial service and insurance activities";"Atividades auxiliares de serviços financeiros e atividades de seguro";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6622";"Atividades de corretores e corretores de seguros";"Activities of insurance agents and brokers";"Atividades de corretores e corretores de seguros";"662";"Atividades auxiliares de seguro e previdência";"Activities auxiliary to insurance and pension funding";"Atividades auxiliares de seguro e previdência";"66";"Atividades auxiliares de serviços financeiros e atividades de seguro";"Activities auxiliary to financial service and insurance activities";"Atividades auxiliares de serviços financeiros e atividades de seguro";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6621";"Avaliação de riscos e danos";"Risk and damage evaluation";"Avaliação de riscos e danos";"662";"Atividades auxiliares de seguro e previdência";"Activities auxiliary to insurance and pension funding";"Atividades auxiliares de seguro e previdência";"66";"Atividades auxiliares de serviços financeiros e atividades de seguro";"Activities auxiliary to financial service and insurance activities";"Atividades auxiliares de serviços financeiros e atividades de seguro";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2220";"Fabricação de produtos plásticos";"Manufacture of plastics products";"Fabricação de produtos plásticos";"222";"Fabricação de produtos plásticos";"Manufacture of plastics products";"Fabricação de produtos plásticos";"22";"Fabricação de produtos de borracha e plásticos";"Manufacture of rubber and plastics products";"Fabricação de produtos de borracha e plásticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1629";"Fabricação de outros produtos de madeira; fabricação de artigos de cortiça, de espartaria e cestaria";"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";"Fabricação de outros produtos de madeira; fabricação de artigos de cortiça, de espartaria e cestaria";"162";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"Manufacture of products of wood, cork, straw and plaiting materials";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"16";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1623";"Fabricação de embalagens de madeira";"Manufacture of wooden containers";"Fabricação de embalagens de madeira";"162";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"Manufacture of products of wood, cork, straw and plaiting materials";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"16";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1622";"Fabricação de carpintaria e marcenaria de construtores";"Manufacture of builders' carpentry and joinery";"Fabricação de carpintaria e marcenaria de construtores";"162";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"Manufacture of products of wood, cork, straw and plaiting materials";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"16";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1621";"Fabricação de folheados e painéis derivados de madeira";"Manufacture of veneer sheets and wood-based panels";"Fabricação de folheados e painéis derivados de madeira";"162";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"Manufacture of products of wood, cork, straw and plaiting materials";"Fabricação de produtos de madeira, cortiça, palha e materiais para entrançar";"16";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";"Fabricação de madeira e de produtos de madeira e cortiça, exceto móveis; fabricação de artigos de palha e de cestaria";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"7820";"Atividades de agências de trabalho temporário";"Temporary employment agency activities";"Atividades de agências de trabalho temporário";"782";"Atividades de agências de trabalho temporário";"Temporary employment agency activities";"Atividades de agências de trabalho temporário";"78";"Atividades de emprego";"Employment activities";"Atividades de emprego";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8130";"Atividades de serviços de cuidado e manutenção de paisagem";"Landscape care and maintenance service activities";"Atividades de serviços de cuidado e manutenção de paisagem";"813";"Atividades de serviços de cuidado e manutenção de paisagem";"Landscape care and maintenance service activities";"Atividades de serviços de cuidado e manutenção de paisagem";"81";"Serviços para edifícios e atividades paisagísticas";"Services to buildings and landscape activities";"Serviços para edifícios e atividades paisagísticas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8413";"Regulamentação e contribuição para o funcionamento mais eficiente das empresas";"Regulation of and contribution to more efficient operation of businesses";"Regulamentação e contribuição para o funcionamento mais eficiente das empresas";"841";"Administração do Estado e política econômica e social da comunidade";"Administration of the State and the economic and social policy of the community";"Administração do Estado e política econômica e social da comunidade";"84";"Administração pública e defesa; segurança social obrigatória";"Public administration and defence; compulsory social security";"Administração pública e defesa; segurança social obrigatória";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8412";"Regulação das actividades de prestação de cuidados de saúde, educação, serviços culturais e outros serviços sociais, com exceção da segurança social";"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security";"Regulação das actividades de prestação de cuidados de saúde, educação, serviços culturais e outros serviços sociais, com exceção da segurança social";"841";"Administração do Estado e política econômica e social da comunidade";"Administration of the State and the economic and social policy of the community";"Administração do Estado e política econômica e social da comunidade";"84";"Administração pública e defesa; segurança social obrigatória";"Public administration and defence; compulsory social security";"Administração pública e defesa; segurança social obrigatória";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8411";"Atividades de administração pública geral";"General public administration activities";"Atividades de administração pública geral";"841";"Administração do Estado e política econômica e social da comunidade";"Administration of the State and the economic and social policy of the community";"Administração do Estado e política econômica e social da comunidade";"84";"Administração pública e defesa; segurança social obrigatória";"Public administration and defence; compulsory social security";"Administração pública e defesa; segurança social obrigatória";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9420";"Atividades de sindicatos";"Activities of trade unions";"Atividades de sindicatos";"942";"Atividades de sindicatos";"Activities of trade unions";"Atividades de sindicatos";"94";"Atividades de organizações associativas";"Activities of membership organizations";"Atividades de organizações associativas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7110";"Atividades de arquitetura e engenharia e consultoria técnica relacionada";"Architectural and engineering activities and related technical consultancy";"Atividades de arquitetura e engenharia e consultoria técnica relacionada";"711";"Atividades de arquitetura e engenharia e consultoria técnica relacionada";"Architectural and engineering activities and related technical consultancy";"Atividades de arquitetura e engenharia e consultoria técnica relacionada";"71";"Atividades de arquitetura e engenharia; teste e análise técnica";"Architectural and engineering activities; technical testing and analysis";"Atividades de arquitetura e engenharia; teste e análise técnica";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2710";"Fabricação de motores elétricos, geradores, transformadores e aparelhos de distribuição e controle de energia elétrica";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";"Fabricação de motores elétricos, geradores, transformadores e aparelhos de distribuição e controle de energia elétrica";"271";"Fabricação de motores elétricos, geradores, transformadores e aparelhos de distribuição e controle de energia elétrica";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";"Fabricação de motores elétricos, geradores, transformadores e aparelhos de distribuição e controle de energia elétrica";"27";"Fabricação de equipamentos elétricos";"Manufacture of electrical equipment";"Fabricação de equipamentos elétricos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2720";"Fabricação de baterias e acumuladores";"Manufacture of batteries and accumulators";"Fabricação de baterias e acumuladores";"272";"Fabricação de baterias e acumuladores";"Manufacture of batteries and accumulators";"Fabricação de baterias e acumuladores";"27";"Fabricação de equipamentos elétricos";"Manufacture of electrical equipment";"Fabricação de equipamentos elétricos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2819";"Fabricação de outras máquinas para uso geral";"Manufacture of other general-purpose machinery";"Fabricação de outras máquinas para uso geral";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2818";"Fabricação de ferramentas manuais acionadas por motor";"Manufacture of power-driven hand tools";"Fabricação de ferramentas manuais acionadas por motor";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2817";"Fabricação de máquinas e equipamentos de escritório (exceto computadores e equipamentos periféricos)";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";"Fabricação de máquinas e equipamentos de escritório (exceto computadores e equipamentos periféricos)";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2816";"Fabricação de equipamentos de elevação e manuseio";"Manufacture of lifting and handling equipment";"Fabricação de equipamentos de elevação e manuseio";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2815";"Fabricação de fornos, fornos e queimadores de fornos";"Manufacture of ovens, furnaces and furnace burners";"Fabricação de fornos, fornos e queimadores de fornos";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2814";"Fabricação de rolamentos, engrenagens, engrenagens e elementos de acionamento";"Manufacture of bearings, gears, gearing and driving elements";"Fabricação de rolamentos, engrenagens, engrenagens e elementos de acionamento";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2813";"Fabricação de outras bombas, compressores, torneiras e válvulas";"Manufacture of other pumps, compressors, taps and valves";"Fabricação de outras bombas, compressores, torneiras e válvulas";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2812";"Fabricação de equipamentos para energia hidráulica";"Manufacture of fluid power equipment";"Fabricação de equipamentos para energia hidráulica";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2811";"Fabricação de motores e turbinas, exceto aeronaves, veículos e motores de ciclo";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";"Fabricação de motores e turbinas, exceto aeronaves, veículos e motores de ciclo";"281";"Fabricação de máquinas de uso geral";"Manufacture of general-purpose machinery";"Fabricação de máquinas de uso geral";"28";"Fabricação de máquinas e equipamentos n.c";"Manufacture of machinery and equipment n.e.c.";"Fabricação de máquinas e equipamentos n.c";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3030";"Fabricação de aviões e máquinas relacionadas";"Manufacture of air and spacecraft and related machinery";"Fabricação de aviões e máquinas relacionadas";"303";"Fabricação de ar e naves espaciais e máquinas relacionadas";"Manufacture of air and spacecraft and related machinery";"Fabricação de ar e naves espaciais e máquinas relacionadas";"30";"Fabricação de outro equipamento de transporte";"Manufacture of other transport equipment";"Fabricação de outro equipamento de transporte";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"7729";"Aluguel e locação de outros bens pessoais e domésticos";"Renting and leasing of other personal and household goods";"Aluguel e locação de outros bens pessoais e domésticos";"772";"Aluguel e locação de bens pessoais e domésticos";"Renting and leasing of personal and household goods";"Aluguel e locação de bens pessoais e domésticos";"77";"Atividades de aluguel e locação";"Rental and leasing activities";"Atividades de aluguel e locação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7722";"Aluguel de fitas de vídeo e discos";"Renting of video tapes and disks";"Aluguel de fitas de vídeo e discos";"772";"Aluguel e locação de bens pessoais e domésticos";"Renting and leasing of personal and household goods";"Aluguel e locação de bens pessoais e domésticos";"77";"Atividades de aluguel e locação";"Rental and leasing activities";"Atividades de aluguel e locação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7721";"Aluguel e locação de bens recreativos e de desporto";"Renting and leasing of recreational and sports goods";"Aluguel e locação de bens recreativos e de desporto";"772";"Aluguel e locação de bens pessoais e domésticos";"Renting and leasing of personal and household goods";"Aluguel e locação de bens pessoais e domésticos";"77";"Atividades de aluguel e locação";"Rental and leasing activities";"Atividades de aluguel e locação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8522";"Ensino secundário técnico e profissional";"Technical and vocational secondary education";"Ensino secundário técnico e profissional";"852";"Educação secundária";"Secondary education";"Educação secundária";"85";"Educação";"Education";"Educação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8521";"Ensino secundário geral";"General secondary education";"Ensino secundário geral";"852";"Educação secundária";"Secondary education";"Educação secundária";"85";"Educação";"Education";"Educação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9319";"Outras atividades esportivas";"Other sports activities";"Outras atividades esportivas";"931";"Atividades esportivas";"Sports activities";"Atividades esportivas";"93";"Atividades esportivas e atividades de diversão e recreação";"Sports activities and amusement and recreation activities";"Atividades esportivas e atividades de diversão e recreação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9312";"Atividades de clubes esportivos";"Activities of sports clubs";"Atividades de clubes esportivos";"931";"Atividades esportivas";"Sports activities";"Atividades esportivas";"93";"Atividades esportivas e atividades de diversão e recreação";"Sports activities and amusement and recreation activities";"Atividades esportivas e atividades de diversão e recreação";"D";"Outros Produtos";"Other products";"Outros Produtos"
